Date,Num_Children,Food_Remaining,Daily_Need,Food_Used,Donation_Amount,Expense_Total,Budget_Left,Food_Shortage,Suggested_Purchase,Quantity_To_Buy,Estimated_Cost,Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child,Cost_Per_Child,Food_Shortage_Per_Child,Remaining_Days_Covered,Emergency_Flag,Medical_Flag,High_Utility_Cost
2011-04-08,30,61,30,31,146996,67920,79076,0,None,0,0,None,Malaria,24186,Electricity,13233,5,Stable,1.03,4899.87,2635.87,3511.3,0.0,2.03,0,1,0
2001-01-11,88,74,88,19,117736,79350,38386,14,Rice,14,23716,None,Diarrhea,2292,Internet,27114,6,Check food/donations,0.22,1337.91,436.2,1235.86,0.16,0.84,0,1,0
2008-08-13,40,83,40,29,59615,58145,1470,0,None,0,0,None,None,0,Water,28022,4,Stable,0.72,1490.38,36.75,2154.18,0.0,2.08,0,0,0
2007-08-15,71,22,71,15,71943,42146,29797,49,Vegetables,49,95697,None,Flu,15597,Internet,29282,9,Check food/donations,0.21,1013.28,419.68,1225.7,0.69,0.31,0,1,0
2015-06-23,73,88,73,31,110560,36486,74074,0,None,0,0,None,Malaria,4670,Water,24091,6,Stable,0.42,1514.52,1014.71,893.79,0.0,1.21,0,1,0
2019-04-19,29,76,29,33,80655,118921,-38266,0,None,0,0,None,Malaria,15269,Gas,30177,9,Check food/donations,1.14,2781.21,-1319.52,5667.83,0.0,2.62,0,1,1
2008-01-07,29,10,29,10,134138,112364,21774,19,Rice,19,32775,None,None,0,Internet,46564,10,Check food/donations,0.34,4625.45,750.83,5480.28,0.66,0.34,0,0,1
2011-05-01,31,92,31,21,32600,51533,-18933,0,None,0,0,None,Malaria,16604,Electricity,10732,10,Check food/donations,0.68,1051.61,-610.74,2544.16,0.0,2.97,0,1,0
2009-07-07,24,69,24,15,134326,54625,79701,0,None,0,0,None,None,0,Water,35482,10,Stable,0.62,5596.92,3320.88,3754.46,0.0,2.88,0,0,1
2017-11-04,75,17,75,6,139098,113839,25259,58,Rice,58,113274,None,None,0,Gas,49660,4,Check food/donations,0.08,1854.64,336.79,2179.99,0.77,0.23,0,0,1
2013-12-26,72,24,72,8,65628,99316,-33688,48,Vegetables,48,79008,None,Fever,28607,Internet,37710,8,Check food/donations,0.11,911.5,-467.89,2300.46,0.67,0.33,0,1,1
2014-10-01,64,44,64,7,61251,90173,-28922,20,Maize Flour,20,37480,None,None,0,Electricity,39342,10,Check food/donations,0.11,957.05,-451.91,2023.67,0.31,0.69,0,0,1
2019-11-15,29,91,29,16,330,67306,-66976,0,None,0,0,None,Fever,29433,Internet,21329,5,Check food/donations,0.55,11.38,-2309.52,4071.31,0.0,3.14,0,1,0
2014-12-06,36,45,36,27,112170,41172,70998,0,None,0,0,Water Shortage,Flu,22990,Internet,38834,10,Stable,0.75,3115.83,1972.17,2861.0,0.0,1.25,1,1,1
2018-06-05,65,39,65,16,126187,78688,47499,26,Beans,26,43654,None,Malaria,22028,Gas,44833,4,Check food/donations,0.25,1941.34,730.75,2239.22,0.4,0.6,0,1,1
2001-07-23,94,91,94,29,113039,55699,57340,3,Rice,3,5325,None,Flu,11444,Gas,17912,6,Check food/donations,0.31,1202.54,610.0,904.84,0.03,0.97,0,1,0
2000-10-15,27,10,27,6,56816,22936,33880,17,Vegetables,17,26758,Power Outage,Diarrhea,24690,Electricity,32193,7,Check food/donations,0.22,2104.3,1254.81,2956.26,0.63,0.37,1,1,1
2001-11-03,81,74,81,39,44453,76075,-31622,7,Rice,7,10927,Fire,Flu,5587,Water,23590,5,Check food/donations,0.48,548.8,-390.4,1299.41,0.09,0.91,1,1,0
2018-01-26,29,22,29,10,55724,79327,-23603,7,Rice,7,12593,None,Malaria,24045,Gas,18534,6,Check food/donations,0.34,1921.52,-813.9,4203.66,0.24,0.76,0,1,0
2004-01-23,82,95,82,22,5682,31593,-25911,0,None,0,0,Water Shortage,Flu,15332,Electricity,15148,6,Check food/donations,0.27,69.29,-315.99,756.99,0.0,1.16,1,1,0
2009-07-02,96,42,96,15,76287,99501,-23214,54,Rice,54,95364,Power Outage,Diarrhea,5572,Gas,12881,4,Check food/donations,0.16,794.66,-241.81,1228.69,0.56,0.44,1,1,0
2015-10-16,34,100,34,37,91306,41207,50099,0,None,0,0,None,Diarrhea,5922,Internet,13150,5,Stable,1.09,2685.47,1473.5,1772.91,0.0,2.94,0,1,0
2020-10-19,89,84,89,8,33245,54895,-21650,5,Maize Flour,5,9795,Water Shortage,Fever,106,Electricity,26148,10,Check food/donations,0.09,373.54,-243.26,911.79,0.06,0.94,1,1,0
2000-10-20,40,45,40,30,108808,115604,-6796,0,None,0,0,None,Fever,29785,Electricity,23264,7,Check food/donations,0.75,2720.2,-169.9,4216.32,0.0,1.12,0,1,0
2009-04-09,84,86,84,22,31868,112956,-81088,0,None,0,0,None,Fever,19103,Water,35116,9,Check food/donations,0.26,379.38,-965.33,1990.18,0.0,1.02,0,1,1
2019-01-16,29,83,29,18,1715,60648,-58933,0,None,0,0,None,Malaria,25051,Gas,44027,10,Check food/donations,0.62,59.14,-2032.17,4473.31,0.0,2.86,0,1,1
2001-10-21,58,32,58,22,26669,77208,-50539,26,Maize Flour,26,44174,Water Shortage,None,0,Gas,20706,9,Check food/donations,0.38,459.81,-871.36,1688.17,0.45,0.55,1,0,0
2013-10-24,48,42,48,16,58035,103792,-45757,6,Maize Flour,6,11562,None,Fever,5684,Water,21266,4,Check food/donations,0.33,1209.06,-953.27,2723.79,0.12,0.88,0,1,0
2005-06-05,78,58,78,11,104246,53427,50819,20,Beans,20,33480,None,Diarrhea,3052,Water,37552,3,Check food/donations,0.14,1336.49,651.53,1205.53,0.26,0.74,0,1,1
1999-05-03,46,89,46,30,129574,59416,70158,0,None,0,0,None,Flu,11893,Internet,36913,9,Stable,0.65,2816.83,1525.17,2352.65,0.0,1.93,0,1,1
2017-11-27,90,97,90,15,67049,37321,29728,0,None,0,0,Power Outage,None,0,Electricity,44033,5,Stable,0.17,744.99,330.31,903.93,0.0,1.08,1,0,1
2010-08-12,20,22,20,22,35547,50256,-14709,0,None,0,0,Power Outage,Flu,23982,Electricity,17444,7,Check food/donations,1.1,1777.35,-735.45,4584.1,0.0,1.1,1,1,0
2005-05-17,53,100,53,30,19504,114866,-95362,0,None,0,0,None,None,0,Water,21856,6,Check food/donations,0.57,368.0,-1799.28,2579.66,0.0,1.89,0,0,0
2002-08-13,87,14,87,5,80604,108416,-27812,73,Rice,73,111325,None,Malaria,25362,Internet,32198,7,Check food/donations,0.06,926.48,-319.68,1907.77,0.84,0.16,0,1,1
2006-01-19,33,83,33,30,106462,20805,85657,0,None,0,0,None,Flu,3695,Internet,43322,5,Stable,0.91,3226.12,2595.67,2055.21,0.0,2.52,0,1,1
2018-02-12,36,50,36,14,148576,50549,98027,0,None,0,0,None,Malaria,17932,Water,14474,3,Stable,0.39,4127.11,2722.97,2304.31,0.0,1.39,0,1,0
2003-09-27,93,35,93,32,35292,106465,-71173,58,Vegetables,58,104690,None,None,0,Electricity,17109,8,Check food/donations,0.34,379.48,-765.3,1328.75,0.62,0.38,0,0,0
2018-05-23,56,57,56,22,81047,30583,50464,0,None,0,0,None,Flu,28121,Water,21313,6,Stable,0.39,1447.27,901.14,1428.88,0.0,1.02,0,1,0
2013-11-07,94,68,94,22,88370,26802,61568,26,Maize Flour,26,40534,None,Flu,3426,Gas,11407,3,Check food/donations,0.23,940.11,654.98,442.93,0.28,0.72,0,1,0
1999-12-17,56,59,56,6,109826,39420,70406,0,None,0,0,Power Outage,Diarrhea,15163,Internet,21677,9,Stable,0.11,1961.18,1257.25,1361.79,0.0,1.05,1,1,0
2016-07-08,85,100,85,7,13612,44930,-31318,0,None,0,0,Sickness,Diarrhea,21528,Internet,27561,5,Check food/donations,0.08,160.14,-368.45,1106.11,0.0,1.18,1,1,0
2014-09-20,59,50,59,20,126709,49563,77146,9,Beans,9,16020,None,None,0,Gas,28892,10,Check food/donations,0.34,2147.61,1307.56,1329.75,0.15,0.85,0,0,0
2001-09-11,48,50,48,34,134071,99790,34281,0,None,0,0,None,Fever,2756,Internet,34784,4,Stable,0.71,2793.15,714.19,2861.04,0.0,1.04,0,1,1
2005-08-01,41,98,41,38,145237,50474,94763,0,None,0,0,None,Flu,26295,Electricity,47463,6,Stable,0.93,3542.37,2311.29,3030.05,0.0,2.39,0,1,1
2012-05-31,93,24,93,13,116688,35801,80887,69,Beans,69,137103,Power Outage,Fever,2535,Water,16429,3,Check food/donations,0.14,1254.71,869.75,588.87,0.74,0.26,1,1,0
2006-12-07,60,39,60,26,138068,43119,94949,21,Beans,21,38913,None,Flu,22480,Internet,43986,4,Check food/donations,0.43,2301.13,1582.48,1826.42,0.35,0.65,0,1,1
2014-01-25,62,51,62,29,44905,69155,-24250,11,Maize Flour,11,21593,None,Flu,23976,Gas,21083,4,Check food/donations,0.47,724.27,-391.13,1842.16,0.18,0.82,0,1,0
2020-04-08,32,99,32,18,133923,75004,58919,0,None,0,0,None,None,0,Water,46906,8,Stable,0.56,4185.09,1841.22,3809.69,0.0,3.09,0,0,1
2003-06-03,81,87,81,32,141765,42477,99288,0,None,0,0,None,Diarrhea,16672,Gas,34670,6,Stable,0.4,1750.19,1225.78,1158.26,0.0,1.07,0,1,1
2019-09-26,54,81,54,10,109813,105436,4377,0,None,0,0,None,Flu,13242,Internet,48792,9,Stable,0.19,2033.57,81.06,3101.3,0.0,1.5,0,1,1
2000-01-04,90,62,90,30,34056,93887,-59831,28,Maize Flour,28,49056,None,None,0,Electricity,38006,6,Check food/donations,0.33,378.4,-664.79,1465.48,0.31,0.69,0,0,1
2009-09-17,78,75,78,36,130997,69399,61598,3,Maize Flour,3,4578,None,Diarrhea,8212,Water,29185,8,Check food/donations,0.46,1679.45,789.72,1369.18,0.04,0.96,0,1,0
2006-08-28,88,65,88,32,73512,90411,-16899,23,Rice,23,36087,Power Outage,Malaria,18121,Water,25909,4,Check food/donations,0.36,835.36,-192.03,1527.74,0.26,0.74,1,1,0
2008-08-14,80,69,80,7,69892,109310,-39418,11,Beans,11,18282,None,Fever,8674,Electricity,43118,5,Check food/donations,0.09,873.65,-492.73,2013.78,0.14,0.86,0,1,1
2012-01-28,37,47,37,10,11787,98659,-86872,0,None,0,0,None,Diarrhea,23957,Water,41055,10,Check food/donations,0.27,318.57,-2347.89,4423.54,0.0,1.27,0,1,1
2006-12-25,71,10,71,8,17610,22180,-4570,61,Maize Flour,61,120719,Power Outage,Flu,29820,Electricity,36788,4,Check food/donations,0.11,248.03,-64.37,1250.54,0.86,0.14,1,1,1
2018-05-05,52,71,52,33,80336,96189,-15853,0,None,0,0,Power Outage,None,0,Electricity,18570,8,Check food/donations,0.63,1544.92,-304.87,2206.9,0.0,1.37,1,0,0
2020-05-08,63,49,63,17,145437,36262,109175,14,Rice,14,22694,None,None,0,Internet,38552,8,Check food/donations,0.27,2308.52,1732.94,1187.52,0.22,0.78,0,0,1
2014-10-26,25,98,25,21,49345,109464,-60119,0,None,0,0,None,Diarrhea,9206,Electricity,36924,9,Check food/donations,0.84,1973.8,-2404.76,6223.76,0.0,3.92,0,1,1
2004-08-20,63,87,63,28,47723,78416,-30693,0,None,0,0,None,None,0,Electricity,29199,9,Check food/donations,0.44,757.51,-487.19,1708.17,0.0,1.38,0,0,0
2008-03-05,95,29,95,26,69606,96774,-27168,66,Maize Flour,66,104082,None,Malaria,24882,Gas,49454,7,Check food/donations,0.27,732.69,-285.98,1801.16,0.69,0.31,0,1,1
2006-09-26,69,72,69,33,2721,86199,-83478,0,None,0,0,Water Shortage,Flu,17684,Electricity,15035,10,Check food/donations,0.48,39.43,-1209.83,1723.45,0.0,1.04,1,1,0
2002-04-07,89,27,89,8,101922,74028,27894,62,Vegetables,62,114266,Power Outage,None,0,Gas,29239,5,Check food/donations,0.09,1145.19,313.42,1160.3,0.7,0.3,1,0,0
2002-05-05,77,19,77,18,35804,89126,-53322,58,Rice,58,98194,Fire,Diarrhea,9953,Water,41021,3,Check food/donations,0.23,464.99,-692.49,1819.48,0.75,0.25,1,1,1
2018-08-15,91,27,91,18,71939,53334,18605,64,Rice,64,96960,Sickness,Fever,3659,Internet,43949,7,Check food/donations,0.2,790.54,204.45,1109.25,0.7,0.3,1,1,1
2003-12-30,62,75,62,32,67764,93611,-25847,0,None,0,0,None,Flu,27066,Electricity,14482,4,Check food/donations,0.52,1092.97,-416.89,2179.98,0.0,1.21,0,1,0
2009-09-11,45,87,45,14,1397,51746,-50349,0,None,0,0,None,Fever,29280,Water,40548,4,Check food/donations,0.31,31.04,-1118.87,2701.64,0.0,1.93,0,1,1
2008-01-09,42,49,42,12,125618,31320,94298,0,None,0,0,None,Flu,28583,Electricity,19210,5,Stable,0.29,2990.9,2245.19,1883.64,0.0,1.17,0,1,0
2018-07-13,88,72,88,16,97198,23783,73415,16,Vegetables,16,31840,Power Outage,Diarrhea,16298,Water,33092,4,Check food/donations,0.18,1104.52,834.26,831.51,0.18,0.82,1,1,1
2016-08-12,64,79,64,19,134175,72993,61182,0,None,0,0,Water Shortage,None,0,Water,17040,6,Stable,0.3,2096.48,955.97,1406.77,0.0,1.23,1,0,0
2009-08-05,66,11,66,6,74323,31527,42796,55,Rice,55,108075,None,Fever,9403,Internet,10094,4,Check food/donations,0.09,1126.11,648.42,773.09,0.83,0.17,0,1,0
2012-05-08,71,26,71,9,47174,81019,-33845,45,Maize Flour,45,77850,Power Outage,Flu,8295,Gas,17011,9,Check food/donations,0.13,664.42,-476.69,1497.54,0.63,0.37,1,1,0
2007-04-28,92,21,92,12,147971,73332,74639,71,Vegetables,71,135965,None,Flu,14537,Electricity,35103,10,Check food/donations,0.13,1608.38,811.29,1336.65,0.77,0.23,0,1,1
2018-09-19,79,46,79,20,89264,33661,55603,33,Vegetables,33,53130,None,Fever,1457,Electricity,18791,5,Check food/donations,0.25,1129.92,703.84,682.39,0.42,0.58,0,1,0
2004-05-06,47,91,47,17,16879,116215,-99336,0,None,0,0,Sickness,None,0,Electricity,45317,5,Check food/donations,0.36,359.13,-2113.53,3436.85,0.0,1.94,1,0,1
2017-09-29,36,85,36,6,63391,36595,26796,0,None,0,0,None,Malaria,8960,Gas,34825,9,Stable,0.17,1760.86,744.33,2232.78,0.0,2.36,0,1,1
2008-11-16,80,30,80,24,99150,80668,18482,50,Beans,50,76450,None,Flu,28667,Gas,25916,4,Check food/donations,0.3,1239.38,231.03,1690.64,0.62,0.38,0,1,0
2018-04-06,90,25,90,8,67091,112983,-45892,65,Beans,65,114855,None,Fever,272,Electricity,21102,3,Check food/donations,0.09,745.46,-509.91,1492.86,0.72,0.28,0,1,0
2006-07-10,92,80,92,31,33490,117177,-83687,12,Beans,12,18816,None,None,0,Water,25583,6,Check food/donations,0.34,364.02,-909.64,1551.74,0.13,0.87,0,0,0
2005-10-01,46,69,46,14,113894,88667,25227,0,None,0,0,Power Outage,None,0,Water,48175,7,Stable,0.3,2475.96,548.41,2974.83,0.0,1.5,1,0,1
2017-04-22,22,30,22,26,141097,91949,49148,0,None,0,0,Water Shortage,Diarrhea,19815,Water,48519,8,Stable,1.18,6413.5,2234.0,7285.59,0.0,1.36,1,1,1
2009-12-16,61,13,61,13,38305,54588,-16283,48,Maize Flour,48,74976,None,Diarrhea,3103,Internet,44906,5,Check food/donations,0.21,627.95,-266.93,1681.92,0.79,0.21,0,1,1
2010-01-22,44,32,44,18,84205,100731,-16526,12,Rice,12,19596,None,Diarrhea,21468,Gas,45585,8,Check food/donations,0.41,1913.75,-375.59,3813.27,0.27,0.73,0,1,1
2004-01-14,34,12,34,9,125571,76052,49519,22,Vegetables,22,38588,None,None,0,Internet,22861,7,Check food/donations,0.26,3693.26,1456.44,2909.21,0.65,0.35,0,0,0
2002-09-19,59,41,59,32,82704,51016,31688,18,Rice,18,33876,None,None,0,Water,36319,10,Check food/donations,0.54,1401.76,537.08,1480.25,0.31,0.69,0,0,1
1999-07-10,68,32,68,22,26042,116846,-90804,36,Rice,36,65232,None,Malaria,24259,Gas,24103,10,Check food/donations,0.32,382.97,-1335.35,2429.53,0.53,0.47,0,1,0
2019-04-12,66,39,66,31,78904,27656,51248,27,Rice,27,49788,None,None,0,Gas,44062,6,Check food/donations,0.47,1195.52,776.48,1086.64,0.41,0.59,0,0,1
2014-07-17,98,65,98,14,107051,104817,2234,33,Vegetables,33,64548,Power Outage,Malaria,3031,Water,10749,6,Check food/donations,0.14,1092.36,22.8,1210.17,0.34,0.66,1,1,0
2003-06-20,79,34,79,6,71771,67265,4506,45,Rice,45,81135,None,Fever,28660,Internet,28364,9,Check food/donations,0.08,908.49,57.04,1573.28,0.57,0.43,0,1,0
2002-07-27,57,37,57,13,88803,67651,21152,20,Rice,20,31040,None,None,0,Water,39444,4,Check food/donations,0.23,1557.95,371.09,1878.86,0.35,0.65,0,0,1
2019-11-24,79,77,79,21,90964,30659,60305,2,Beans,2,3016,None,Diarrhea,10690,Electricity,11281,9,Check food/donations,0.27,1151.44,763.35,666.2,0.03,0.97,0,1,0
1999-07-17,91,96,91,30,12112,86261,-74149,0,None,0,0,Water Shortage,Fever,18422,Electricity,24404,9,Check food/donations,0.33,133.1,-814.82,1418.54,0.0,1.05,1,1,0
2014-09-11,73,58,73,23,51072,72014,-20942,15,Beans,15,28680,None,Diarrhea,20309,Gas,48374,7,Check food/donations,0.32,699.62,-286.88,1927.36,0.21,0.79,0,1,1
2015-07-28,100,29,100,20,91891,22334,69557,71,Rice,71,130924,Sickness,None,0,Internet,21047,7,Check food/donations,0.2,918.91,695.57,433.81,0.71,0.29,1,0,0
2020-03-27,61,69,61,15,69426,72122,-2696,0,None,0,0,None,None,0,Water,15767,6,Check food/donations,0.25,1138.13,-44.2,1440.8,0.0,1.13,0,0,0
1999-09-28,79,46,79,16,76491,95757,-19266,33,Maize Flour,33,56991,None,Fever,9858,Internet,33363,7,Check food/donations,0.2,968.24,-243.87,1759.22,0.42,0.58,0,1,1
2005-06-23,79,65,79,19,59436,109573,-50137,14,Maize Flour,14,21826,None,Diarrhea,17177,Internet,14186,10,Check food/donations,0.24,752.35,-634.65,1784.0,0.18,0.82,0,1,0
2018-07-25,40,24,40,14,71183,43011,28172,16,Vegetables,16,31408,Water Shortage,Malaria,24318,Water,32901,6,Check food/donations,0.35,1779.58,704.3,2505.75,0.4,0.6,1,1,1
2005-02-03,70,21,70,13,78877,83546,-4669,49,Maize Flour,49,74872,None,Malaria,26549,Electricity,12966,6,Check food/donations,0.19,1126.81,-66.7,1758.01,0.7,0.3,0,1,0
2019-12-30,30,26,30,23,86255,38498,47757,4,Rice,4,7496,None,None,0,Water,21341,4,Check food/donations,0.77,2875.17,1591.9,1994.63,0.13,0.87,0,0,0
2002-07-05,66,61,66,22,140459,39395,101064,5,Rice,5,8915,Sickness,Fever,10656,Water,20102,10,Check food/donations,0.33,2128.17,1531.27,1062.92,0.08,0.92,1,1,0
2002-11-29,58,22,58,21,138027,41282,96745,36,Vegetables,36,66780,None,Flu,23179,Gas,12529,6,Check food/donations,0.36,2379.78,1668.02,1327.41,0.62,0.38,0,1,0
2008-11-08,69,75,69,38,99057,113296,-14239,0,None,0,0,None,None,0,Electricity,43505,7,Check food/donations,0.55,1435.61,-206.36,2272.48,0.0,1.09,0,0,1
2015-02-21,95,78,95,29,142588,55997,86591,17,Vegetables,17,26571,Sickness,None,0,Water,29678,6,Check food/donations,0.31,1500.93,911.48,901.84,0.18,0.82,1,0,0
2010-11-05,76,86,76,32,38603,119365,-80762,0,None,0,0,None,Diarrhea,27829,Internet,29340,3,Check food/donations,0.42,507.93,-1062.66,2322.82,0.0,1.13,0,1,0
2020-08-01,95,43,95,6,8186,100342,-92156,52,Beans,52,101816,None,Fever,22343,Gas,32253,5,Check food/donations,0.06,86.17,-970.06,1630.93,0.55,0.45,0,1,1
2012-07-14,27,30,27,19,49841,81074,-31233,0,None,0,0,Sickness,Diarrhea,27548,Gas,34250,6,Check food/donations,0.7,1845.96,-1156.78,5291.56,0.0,1.11,1,1,1
2016-03-02,75,71,75,36,117866,57881,59985,4,Maize Flour,4,6920,None,None,0,Water,10002,4,Check food/donations,0.48,1571.55,799.8,905.11,0.05,0.95,0,0,0
2015-11-17,96,90,96,28,117152,112594,4558,6,Maize Flour,6,9000,Water Shortage,Diarrhea,19542,Gas,14036,8,Check food/donations,0.29,1220.33,47.48,1522.62,0.06,0.94,1,1,0
2014-07-06,92,76,92,36,13072,49217,-36145,16,Rice,16,30096,Water Shortage,Fever,11387,Gas,31400,10,Check food/donations,0.39,142.09,-392.88,1000.04,0.17,0.83,1,1,1
2004-03-12,82,75,82,22,32697,117497,-84800,7,Vegetables,7,12593,None,Diarrhea,12321,Water,48324,10,Check food/donations,0.27,398.74,-1034.15,2172.46,0.09,0.91,0,1,1
2017-11-04,96,97,96,6,34113,47221,-13108,0,None,0,0,None,None,0,Electricity,17199,3,Check food/donations,0.06,355.34,-136.54,671.04,0.0,1.01,0,0,0
2002-09-19,37,48,37,23,92496,99518,-7022,0,None,0,0,None,None,0,Internet,44537,4,Check food/donations,0.62,2499.89,-189.78,3893.38,0.0,1.3,0,0,1
2012-09-24,98,10,98,5,141149,25244,115905,88,Beans,88,138864,None,Fever,29450,Water,39250,9,Check food/donations,0.05,1440.3,1182.7,958.61,0.9,0.1,0,1,1
2009-07-18,63,25,63,23,107896,87031,20865,38,Vegetables,38,71972,None,Fever,5677,Internet,28155,9,Check food/donations,0.37,1712.63,331.19,1918.46,0.6,0.4,0,1,0
2014-08-13,70,80,70,14,6556,94195,-87639,0,None,0,0,Power Outage,Malaria,28543,Internet,43590,3,Check food/donations,0.2,93.66,-1251.99,2376.11,0.0,1.14,1,1,1
2010-11-20,82,95,82,14,82618,47945,34673,0,None,0,0,None,Fever,15862,Water,19072,5,Stable,0.17,1007.54,422.84,1010.72,0.0,1.16,0,1,0
2014-10-19,72,42,72,18,76562,114530,-37968,30,Rice,30,46080,Sickness,Malaria,27438,Electricity,16208,4,Check food/donations,0.25,1063.36,-527.33,2196.89,0.42,0.58,1,1,0
2018-01-10,55,87,55,22,80111,40479,39632,0,None,0,0,None,None,0,Internet,42802,10,Stable,0.4,1456.56,720.58,1514.2,0.0,1.58,0,0,1
2007-02-20,92,99,92,9,25390,110636,-85246,0,None,0,0,Power Outage,Diarrhea,26642,Internet,21322,8,Check food/donations,0.1,275.98,-926.59,1723.91,0.0,1.08,1,1,0
1999-02-09,43,66,43,12,103770,77450,26320,0,None,0,0,None,Malaria,25372,Water,22465,9,Stable,0.28,2413.26,612.09,2913.65,0.0,1.53,0,1,0
2013-06-23,52,90,52,26,43380,32352,11028,0,None,0,0,Sickness,Flu,15073,Internet,26988,3,Stable,0.5,834.23,212.08,1431.02,0.0,1.73,1,1,0
1999-07-25,74,71,74,14,69664,53534,16130,3,Vegetables,3,5964,None,Diarrhea,9905,Water,23143,6,Check food/donations,0.19,941.41,217.97,1170.03,0.04,0.96,0,1,0
2004-10-01,42,25,42,24,58970,114820,-55850,17,Maize Flour,17,26724,Power Outage,Fever,25303,Electricity,39942,3,Check food/donations,0.57,1404.05,-1329.76,4287.26,0.4,0.6,1,1,1
2005-11-28,46,88,46,38,139777,91147,48630,0,None,0,0,Fire,Malaria,19413,Internet,25067,5,Stable,0.83,3038.63,1057.17,2948.41,0.0,1.91,1,1,0
2015-03-08,94,15,94,7,88690,73855,14835,79,Maize Flour,79,146308,None,Fever,4257,Gas,48263,9,Check food/donations,0.07,943.51,157.82,1344.41,0.84,0.16,0,1,1
2018-07-08,84,53,84,23,20331,36618,-16287,31,Rice,31,60512,None,None,0,Internet,31223,9,Check food/donations,0.27,242.04,-193.89,807.63,0.37,0.63,0,0,1
2000-01-04,38,11,38,11,37020,40907,-3887,27,Maize Flour,27,42039,None,Diarrhea,28251,Water,42556,7,Check food/donations,0.29,974.21,-102.29,2939.84,0.71,0.29,0,1,1
2001-04-27,77,37,77,33,124061,36825,87236,40,Beans,40,75760,None,Fever,12472,Water,43028,4,Check food/donations,0.43,1611.18,1132.94,1199.03,0.52,0.48,0,1,1
2013-02-11,76,70,76,40,44592,99303,-54711,6,Beans,6,10518,None,Malaria,25254,Electricity,11929,5,Check food/donations,0.53,586.74,-719.88,1795.87,0.08,0.92,0,1,0
2003-06-23,82,100,82,21,128705,56332,72373,0,None,0,0,None,Flu,17641,Electricity,20894,10,Stable,0.26,1569.57,882.6,1156.91,0.0,1.22,0,1,0
2015-09-21,53,44,53,25,115207,29650,85557,9,Vegetables,9,18000,Power Outage,Flu,26224,Electricity,48854,7,Check food/donations,0.47,2173.72,1614.28,1976.0,0.17,0.83,1,1,1
2010-12-27,61,63,61,11,115457,40551,74906,0,None,0,0,None,Diarrhea,17547,Electricity,47611,8,Stable,0.18,1892.74,1227.97,1732.93,0.0,1.03,0,1,1
2002-02-26,80,16,80,8,27663,47213,-19550,64,Vegetables,64,118080,Fire,Fever,3790,Electricity,36947,9,Check food/donations,0.1,345.79,-244.38,1099.38,0.8,0.2,1,1,1
2015-01-20,42,22,42,21,40989,50897,-9908,20,Maize Flour,20,34520,Water Shortage,Diarrhea,29167,Gas,27267,4,Check food/donations,0.5,975.93,-235.9,2555.5,0.48,0.52,1,1,0
2012-06-18,23,26,23,21,139033,47468,91565,0,None,0,0,None,Fever,19906,Internet,10048,4,Stable,0.91,6044.91,3981.09,3366.17,0.0,1.13,0,1,0
2006-06-06,30,81,30,33,5462,23950,-18488,0,None,0,0,Power Outage,Fever,13917,Gas,29340,5,Check food/donations,1.1,182.07,-616.27,2240.23,0.0,2.7,1,1,0
2017-03-24,81,96,81,9,139583,93051,46532,0,None,0,0,None,Flu,10531,Gas,32259,4,Stable,0.11,1723.25,574.47,1677.05,0.0,1.19,0,1,1
2012-09-30,85,39,85,38,19054,51707,-32653,46,Vegetables,46,70288,None,Malaria,22128,Electricity,38791,8,Check food/donations,0.45,224.16,-384.15,1325.01,0.54,0.46,0,1,1
2020-05-16,100,29,100,9,108719,109018,-299,71,Maize Flour,71,136462,None,Flu,1760,Gas,25117,8,Check food/donations,0.09,1087.19,-2.99,1358.95,0.71,0.29,0,1,0
2008-04-04,35,16,35,6,51759,62859,-11100,19,Maize Flour,19,33611,Power Outage,Malaria,20751,Internet,42355,4,Check food/donations,0.17,1478.83,-317.14,3599.0,0.54,0.46,1,1,1
2017-10-16,77,24,77,16,65325,116241,-50916,53,Maize Flour,53,101919,None,Malaria,20801,Gas,48061,3,Check food/donations,0.21,848.38,-661.25,2403.94,0.69,0.31,0,1,1
2012-05-10,64,55,64,17,122896,45029,77867,9,Beans,9,13770,Power Outage,None,0,Gas,14439,5,Check food/donations,0.27,1920.25,1216.67,929.19,0.14,0.86,1,0,0
2020-01-28,60,17,60,7,12367,114011,-101644,43,Rice,43,68327,None,Flu,16551,Water,31104,4,Check food/donations,0.12,206.12,-1694.07,2694.43,0.72,0.28,0,1,1
2019-06-19,89,90,89,35,141948,62463,79485,0,None,0,0,None,Fever,5063,Electricity,40417,3,Stable,0.39,1594.92,893.09,1212.84,0.0,1.01,0,1,1
2014-01-27,70,36,70,21,60680,115936,-55256,34,Maize Flour,34,58072,None,Flu,29578,Water,13934,9,Check food/donations,0.3,866.86,-789.37,2277.83,0.49,0.51,0,1,0
2013-12-05,81,84,81,10,144541,53036,91505,0,None,0,0,None,Malaria,12434,Water,46937,5,Stable,0.12,1784.46,1129.69,1387.74,0.0,1.04,0,1,1
2011-09-19,61,11,61,11,25502,67039,-41537,50,Vegetables,50,92050,None,Flu,518,Gas,42273,4,Check food/donations,0.18,418.07,-680.93,1800.49,0.82,0.18,0,1,1
