Date,Num_Children,Food_Remaining (kg),Daily_Need (kg),Food_Used (kg),Donation_Amount (Tsh),Expense_Total (Tsh),Budget_Left (Tsh),Food_Shortage (kg),Suggested_Purchase,Quantity_To_Buy,Estimated_Cost (Tsh),Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child
2014-03-22,43,57,43,33,81562,69009,12553,0,None,0,0,None,Diarrhea,16631,Water,39090,3,Stable,0.77,1896.79,291.93
2005-04-19,71,56,71,34,41601,84124,-42523,15,Vegetables,15,29805,Power Outage,None,0,Internet,41974,10,Check food/donations,0.48,585.93,-598.92
2011-12-02,89,89,89,5,95675,49031,46644,0,None,0,0,Fire,Fever,9201,Gas,28944,3,Stable,0.06,1075.0,524.09
2009-10-12,94,20,94,18,101806,99481,2325,74,Rice,74,146520,Fire,Fever,18452,Internet,14784,9,Check food/donations,0.19,1083.04,24.73
2007-03-26,90,67,90,13,51626,62878,-11252,23,Rice,23,34891,None,Diarrhea,14205,Gas,31730,3,Check food/donations,0.14,573.62,-125.02
2008-11-30,64,97,64,26,137780,109779,28001,0,None,0,0,None,Flu,17304,Water,45465,4,Stable,0.41,2152.81,437.52
2020-03-10,91,75,91,12,114868,36256,78612,16,Rice,16,30336,None,Fever,16997,Water,46866,7,Check food/donations,0.13,1262.29,863.87
2014-04-21,90,25,90,25,14999,20138,-5139,65,Beans,65,117910,None,Diarrhea,19217,Water,29130,6,Check food/donations,0.28,166.66,-57.1
2004-01-27,81,81,81,8,88665,76035,12630,0,None,0,0,None,Fever,4813,Water,25804,7,Stable,0.1,1094.63,155.93
2000-04-24,48,29,48,7,50234,107947,-57713,19,Maize Flour,19,37088,Sickness,Fever,28603,Water,39231,9,Check food/donations,0.15,1046.54,-1202.35
2004-04-08,43,52,43,40,127018,58468,68550,0,None,0,0,None,None,0,Internet,31409,8,Stable,0.93,2953.91,1594.19
1999-11-11,40,92,40,13,31541,113956,-82415,0,None,0,0,None,Malaria,22375,Electricity,21984,8,Check food/donations,0.33,788.52,-2060.38
1999-09-16,52,19,52,8,5090,92513,-87423,33,Rice,33,56034,Fire,Fever,22856,Water,22540,4,Check food/donations,0.15,97.88,-1681.21
2003-02-03,95,96,95,5,27999,56421,-28422,0,None,0,0,Power Outage,Flu,10256,Internet,29663,7,Check food/donations,0.05,294.73,-299.18
2001-07-26,50,53,50,16,21647,20374,1273,0,None,0,0,None,Flu,19110,Gas,24773,3,Stable,0.32,432.94,25.46
2006-10-25,31,47,31,19,15662,81652,-65990,0,None,0,0,Sickness,Diarrhea,3842,Gas,41631,7,Check food/donations,0.61,505.23,-2128.71
2012-03-30,84,56,84,6,33846,48370,-14524,28,Maize Flour,28,55272,None,Fever,29424,Gas,39821,8,Check food/donations,0.07,402.93,-172.9
2019-08-26,47,17,47,7,74290,86221,-11931,30,Beans,30,52590,None,Malaria,12580,Water,44427,9,Check food/donations,0.15,1580.64,-253.85
1999-04-03,61,87,61,11,145159,53465,91694,0,None,0,0,None,None,0,Electricity,18036,8,Stable,0.18,2379.66,1503.18
1999-12-10,27,22,27,9,120658,91703,28955,5,Vegetables,5,9670,None,Diarrhea,9488,Internet,10033,5,Check food/donations,0.33,4468.81,1072.41
2011-10-08,21,53,21,20,67865,61332,6533,0,None,0,0,Water Shortage,Malaria,7138,Water,39749,10,Stable,0.95,3231.67,311.1
2020-05-23,41,99,41,27,123469,45193,78276,0,None,0,0,None,Flu,4981,Electricity,24372,3,Stable,0.66,3011.44,1909.17
2006-04-04,56,24,56,19,116638,61322,55316,32,Beans,32,60288,Power Outage,None,0,Internet,46870,8,Check food/donations,0.34,2082.82,987.79
2004-03-23,49,65,49,26,28962,90271,-61309,0,None,0,0,None,Diarrhea,11000,Gas,29418,3,Check food/donations,0.53,591.06,-1251.2
2017-12-03,33,79,33,9,41837,79828,-37991,0,None,0,0,None,Flu,15236,Water,33605,4,Check food/donations,0.27,1267.79,-1151.24
2011-05-29,94,61,94,13,7866,100656,-92790,33,Maize Flour,33,61809,None,None,0,Electricity,39056,3,Check food/donations,0.14,83.68,-987.13
2011-08-13,64,77,64,32,18908,115047,-96139,0,None,0,0,Water Shortage,Fever,137,Electricity,29083,8,Check food/donations,0.5,295.44,-1502.17
1999-08-06,29,85,29,25,121060,103157,17903,0,None,0,0,Sickness,Flu,2304,Electricity,10764,10,Stable,0.86,4174.48,617.34
1999-07-14,22,79,22,7,86748,102773,-16025,0,None,0,0,Water Shortage,Flu,11575,Gas,41518,5,Check food/donations,0.32,3943.09,-728.41
2015-04-23,84,48,84,17,47799,72426,-24627,36,Beans,36,56700,Fire,Flu,20135,Electricity,25316,3,Check food/donations,0.2,569.04,-293.18
2004-08-15,98,14,98,10,100633,115928,-15295,84,Beans,84,166908,None,Malaria,13343,Internet,22257,8,Check food/donations,0.1,1026.87,-156.07
2001-10-14,44,12,44,9,107557,68098,39459,32,Rice,32,57248,None,Malaria,7652,Water,45816,4,Check food/donations,0.2,2444.48,896.8
2013-05-21,47,61,47,6,98609,21382,77227,0,None,0,0,Power Outage,Diarrhea,15067,Internet,19027,3,Stable,0.13,2098.06,1643.13
2009-11-28,47,90,47,17,108391,22759,85632,0,None,0,0,None,Flu,18817,Electricity,16313,6,Stable,0.36,2306.19,1821.96
2000-05-08,67,52,67,27,97012,58420,38592,15,Beans,15,24225,None,Diarrhea,26545,Water,16136,9,Check food/donations,0.4,1447.94,576.0
2014-05-23,28,85,28,9,86198,88774,-2576,0,None,0,0,Sickness,None,0,Internet,43263,7,Check food/donations,0.32,3078.5,-92.0
2020-11-21,56,65,56,39,268,25271,-25003,0,None,0,0,Water Shortage,Flu,16037,Internet,41567,6,Check food/donations,0.7,4.79,-446.48
2001-03-27,73,83,73,23,114282,113717,565,0,None,0,0,None,Malaria,12744,Electricity,18739,4,Stable,0.32,1565.51,7.74
2016-08-10,59,79,59,32,61404,80524,-19120,0,None,0,0,None,Diarrhea,1142,Electricity,45432,5,Check food/donations,0.54,1040.75,-324.07
2009-10-13,21,57,21,9,110617,29084,81533,0,None,0,0,None,Malaria,1518,Water,20142,7,Stable,0.43,5267.48,3882.52
2002-03-18,43,21,43,20,118214,34209,84005,22,Vegetables,22,36212,None,Diarrhea,17645,Gas,29187,3,Check food/donations,0.47,2749.16,1953.6
2011-10-06,72,62,72,40,22820,65724,-42904,10,Rice,10,16820,None,Fever,17408,Gas,36715,4,Check food/donations,0.56,316.94,-595.89
2007-07-23,30,42,30,18,23514,98614,-75100,0,None,0,0,None,Diarrhea,9779,Internet,47212,5,Check food/donations,0.6,783.8,-2503.33
2011-06-30,52,95,52,17,141791,36580,105211,0,None,0,0,None,Flu,1416,Internet,34299,8,Stable,0.33,2726.75,2023.29
2016-08-21,30,58,30,10,103474,88315,15159,0,None,0,0,None,Diarrhea,18309,Water,26509,3,Stable,0.33,3449.13,505.3
2017-03-16,94,31,94,31,118378,71690,46688,63,Beans,63,107289,None,Diarrhea,9049,Water,44578,3,Check food/donations,0.33,1259.34,496.68
2019-10-11,35,63,35,40,86637,46430,40207,0,None,0,0,None,None,0,Water,36097,3,Stable,1.14,2475.34,1148.77
2014-10-03,27,94,27,14,83576,58297,25279,0,None,0,0,None,Malaria,10303,Internet,28948,5,Stable,0.52,3095.41,936.26
2015-06-04,27,17,27,14,88207,118179,-29972,10,Vegetables,10,15070,Fire,None,0,Electricity,31026,6,Check food/donations,0.52,3266.93,-1110.07
2008-12-15,96,35,96,6,51390,79872,-28482,61,Rice,61,98454,None,Fever,28305,Electricity,16349,7,Check food/donations,0.06,535.31,-296.69
2017-08-29,41,92,41,12,87734,22159,65575,0,None,0,0,None,Flu,16402,Water,22768,9,Stable,0.29,2139.85,1599.39
2013-03-22,22,45,22,35,140158,90079,50079,0,None,0,0,Sickness,Fever,16223,Internet,40639,4,Stable,1.59,6370.82,2276.32
2002-02-07,41,50,41,25,50769,65843,-15074,0,None,0,0,None,Flu,25180,Internet,11573,7,Check food/donations,0.61,1238.27,-367.66
1999-10-30,63,25,63,11,141901,115847,26054,38,Rice,38,69236,None,None,0,Electricity,35664,5,Check food/donations,0.17,2252.4,413.56
2007-01-20,77,52,77,23,37249,34889,2360,25,Beans,25,37700,Fire,Fever,25571,Electricity,44966,6,Check food/donations,0.3,483.75,30.65
2001-03-06,21,94,21,16,98124,26847,71277,0,None,0,0,None,Flu,23877,Gas,23668,5,Stable,0.76,4672.57,3394.14
2003-02-07,91,18,91,17,105629,94770,10859,73,Vegetables,73,128845,None,Malaria,19533,Electricity,20960,6,Check food/donations,0.19,1160.76,119.33
2002-10-08,79,30,79,17,95002,71045,23957,49,Rice,49,85064,Water Shortage,Malaria,26559,Internet,26116,7,Check food/donations,0.22,1202.56,303.25
2006-03-16,92,94,92,38,133187,83136,50051,0,None,0,0,None,Flu,23189,Internet,23920,10,Stable,0.41,1447.68,544.03
2004-06-30,47,50,47,15,14121,112729,-98608,0,None,0,0,Power Outage,Flu,3436,Internet,45622,5,Check food/donations,0.32,300.45,-2098.04
2017-05-03,83,26,83,9,61993,67454,-5461,57,Vegetables,57,100890,Power Outage,Fever,26649,Internet,18069,3,Check food/donations,0.11,746.9,-65.8
2007-02-13,92,26,92,5,77047,115989,-38942,66,Maize Flour,66,124872,None,Malaria,29406,Electricity,29395,3,Check food/donations,0.05,837.47,-423.28
2001-02-18,29,81,29,35,125926,90153,35773,0,None,0,0,None,Flu,10187,Internet,36229,3,Stable,1.21,4342.28,1233.55
2014-06-20,39,66,39,6,36235,41137,-4902,0,None,0,0,None,None,0,Gas,25800,6,Check food/donations,0.15,929.1,-125.69
1999-01-26,89,42,89,34,64110,62022,2088,47,Vegetables,47,79900,Water Shortage,Diarrhea,22719,Gas,28440,7,Check food/donations,0.38,720.34,23.46
2007-02-18,61,45,61,7,108494,41035,67459,16,Maize Flour,16,29664,None,Diarrhea,6963,Internet,48934,3,Check food/donations,0.11,1778.59,1105.89
2004-09-22,91,71,91,19,101413,72539,28874,20,Rice,20,33560,Sickness,Diarrhea,5771,Water,17934,10,Check food/donations,0.21,1114.43,317.3
2020-09-22,20,66,20,6,15640,25493,-9853,0,None,0,0,Water Shortage,Diarrhea,26027,Internet,45597,7,Check food/donations,0.3,782.0,-492.65
2020-03-04,32,95,32,9,28778,27885,893,0,None,0,0,None,None,0,Gas,36490,3,Stable,0.28,899.31,27.91
2014-12-01,34,67,34,14,21230,111049,-89819,0,None,0,0,None,Malaria,19653,Water,27403,4,Check food/donations,0.41,624.41,-2641.74
2003-12-04,47,33,47,23,75625,20191,55434,14,Vegetables,14,26586,None,Diarrhea,2375,Internet,40817,3,Check food/donations,0.49,1609.04,1179.45
2019-06-27,73,31,73,5,38985,78260,-39275,42,Rice,42,72954,None,Malaria,4070,Water,45790,3,Check food/donations,0.07,534.04,-538.01
2011-08-24,44,66,44,25,112482,69588,42894,0,None,0,0,None,Malaria,15859,Electricity,41551,8,Stable,0.57,2556.41,974.86
2017-07-12,53,44,53,37,47969,86980,-39011,9,Rice,9,15939,None,Malaria,381,Internet,42285,8,Check food/donations,0.7,905.08,-736.06
2003-01-29,69,31,69,30,60206,86071,-25865,38,Maize Flour,38,67222,None,Flu,11958,Water,39231,5,Check food/donations,0.43,872.55,-374.86
2012-05-01,50,79,50,22,108090,27001,81089,0,None,0,0,None,None,0,Electricity,43941,3,Stable,0.44,2161.8,1621.78
2000-11-19,62,79,62,29,137324,106422,30902,0,None,0,0,None,None,0,Water,39372,6,Stable,0.47,2214.9,498.42
2002-08-17,60,18,60,11,125394,22471,102923,42,Rice,42,73206,None,Flu,7166,Electricity,35715,8,Check food/donations,0.18,2089.9,1715.38
2004-08-15,42,96,42,27,54780,25745,29035,0,None,0,0,None,Malaria,6903,Internet,20995,5,Stable,0.64,1304.29,691.31
2004-09-09,79,49,79,31,69352,45391,23961,30,Rice,30,52500,None,None,0,Internet,17017,6,Check food/donations,0.39,877.87,303.3
2006-02-04,47,52,47,14,31669,39301,-7632,0,None,0,0,Power Outage,Diarrhea,7395,Water,23513,8,Check food/donations,0.3,673.81,-162.38
2009-05-14,40,57,40,16,69213,48756,20457,0,None,0,0,None,None,0,Internet,15204,10,Stable,0.4,1730.33,511.43
2004-10-16,38,30,38,25,18268,58427,-40159,8,Rice,8,14448,Water Shortage,Malaria,18613,Water,19465,5,Check food/donations,0.66,480.74,-1056.82
2008-01-17,71,61,71,27,52218,28237,23981,10,Rice,10,18200,Water Shortage,Flu,9481,Water,46886,8,Check food/donations,0.38,735.46,337.76
2017-10-01,68,19,68,17,58953,33803,25150,49,Beans,49,79086,None,None,0,Electricity,41397,8,Check food/donations,0.25,866.96,369.85
2020-01-02,89,16,89,8,1942,104697,-102755,73,Maize Flour,73,135488,Fire,None,0,Electricity,49012,9,Check food/donations,0.09,21.82,-1154.55
2009-05-06,91,15,91,10,79372,49261,30111,76,Maize Flour,76,144552,None,None,0,Electricity,23606,9,Check food/donations,0.11,872.22,330.89
2020-05-25,31,15,31,12,22401,64656,-42255,16,Vegetables,16,28448,Fire,Malaria,7893,Gas,22772,5,Check food/donations,0.39,722.61,-1363.06
2005-10-10,75,72,75,5,60609,70394,-9785,3,Vegetables,3,5646,None,Flu,20998,Gas,30247,7,Check food/donations,0.07,808.12,-130.47
2013-12-17,20,54,20,17,60679,107147,-46468,0,None,0,0,Power Outage,Flu,16662,Electricity,29117,3,Check food/donations,0.85,3033.95,-2323.4
2005-10-26,28,45,28,30,47642,109101,-61459,0,None,0,0,None,Diarrhea,7209,Electricity,47974,7,Check food/donations,1.07,1701.5,-2194.96
2019-10-03,50,55,50,15,83190,100225,-17035,0,None,0,0,Fire,Flu,21086,Water,29136,7,Check food/donations,0.3,1663.8,-340.7
2005-09-08,96,15,96,15,68795,74801,-6006,81,Vegetables,81,137133,None,Flu,24091,Water,36293,7,Check food/donations,0.16,716.61,-62.56
2019-12-17,49,56,49,22,27065,45987,-18922,0,None,0,0,None,Diarrhea,21813,Electricity,19713,5,Check food/donations,0.45,552.35,-386.16
2017-09-13,47,34,47,33,53418,40708,12710,13,Rice,13,22971,None,None,0,Internet,10934,10,Check food/donations,0.7,1136.55,270.43
2015-05-31,81,26,81,5,51769,51376,393,55,Maize Flour,55,88935,None,Flu,21302,Electricity,23117,9,Check food/donations,0.06,639.12,4.85
2012-03-10,70,50,70,9,7867,106538,-98671,20,Maize Flour,20,30300,None,Diarrhea,11686,Electricity,29285,9,Check food/donations,0.13,112.39,-1409.59
2007-07-20,22,38,22,29,77105,112737,-35632,0,None,0,0,None,Diarrhea,15903,Gas,37031,3,Check food/donations,1.32,3504.77,-1619.64
2015-01-02,52,48,52,26,138341,93058,45283,4,Beans,4,7472,Power Outage,Diarrhea,16223,Electricity,45741,3,Check food/donations,0.5,2660.4,870.83
1999-02-03,22,99,22,23,85895,68949,16946,0,None,0,0,None,Flu,13985,Water,41060,10,Stable,1.05,3904.32,770.27
2013-11-05,94,30,94,16,78241,42049,36192,64,Rice,64,125440,None,Fever,25022,Internet,18189,7,Check food/donations,0.17,832.35,385.02
2013-11-11,68,14,68,9,38318,76042,-37724,54,Beans,54,99522,None,Diarrhea,19895,Gas,42525,8,Check food/donations,0.13,563.5,-554.76
2017-09-24,50,40,50,32,74780,99409,-24629,10,Beans,10,18780,None,Flu,11378,Electricity,45101,4,Check food/donations,0.64,1495.6,-492.58
2018-06-25,46,75,46,23,70541,22155,48386,0,None,0,0,None,Diarrhea,10959,Internet,20400,8,Stable,0.5,1533.5,1051.87
2016-04-21,82,52,82,6,33173,40070,-6897,30,Rice,30,47220,None,Diarrhea,4255,Water,48422,9,Check food/donations,0.07,404.55,-84.11
2001-07-25,32,47,32,31,23366,45692,-22326,0,None,0,0,None,Malaria,14909,Internet,25871,9,Check food/donations,0.97,730.19,-697.69
2002-01-04,53,17,53,12,96537,91174,5363,36,Vegetables,36,59076,None,None,0,Gas,21375,8,Check food/donations,0.23,1821.45,101.19
2014-08-25,62,21,62,18,33034,68479,-35445,41,Beans,41,77900,None,Flu,4228,Electricity,33874,8,Check food/donations,0.29,532.81,-571.69
2014-08-04,23,78,23,30,12499,118227,-105728,0,None,0,0,Power Outage,Malaria,27291,Internet,16193,7,Check food/donations,1.3,543.43,-4596.87
2014-06-09,43,26,43,26,60441,90384,-29943,17,Rice,17,27166,Water Shortage,Diarrhea,12162,Water,33705,4,Check food/donations,0.6,1405.6,-696.35
2020-12-30,22,94,22,8,24972,103766,-78794,0,None,0,0,Sickness,Malaria,2059,Water,27023,7,Check food/donations,0.36,1135.09,-3581.55
2012-05-18,60,74,60,25,46172,32984,13188,0,None,0,0,Fire,Diarrhea,2525,Internet,29876,9,Stable,0.42,769.53,219.8
2018-03-01,51,77,51,27,20229,111731,-91502,0,None,0,0,None,None,0,Internet,39858,4,Check food/donations,0.53,396.65,-1794.16
2005-02-17,87,81,87,29,91502,26406,65096,6,Maize Flour,6,9582,None,None,0,Gas,18636,3,Check food/donations,0.33,1051.75,748.23
2010-04-07,79,76,79,19,42815,115053,-72238,3,Vegetables,3,4983,None,Diarrhea,18826,Electricity,44468,9,Check food/donations,0.24,541.96,-914.41
2001-04-29,25,61,25,17,79279,25951,53328,0,None,0,0,None,Fever,30000,Water,41198,3,Stable,0.68,3171.16,2133.12
2005-02-19,25,53,25,19,19504,62109,-42605,0,None,0,0,None,Flu,13165,Gas,38303,7,Check food/donations,0.76,780.16,-1704.2
2017-11-23,34,45,34,5,4599,27808,-23209,0,None,0,0,None,Flu,21676,Water,34019,5,Check food/donations,0.15,135.26,-682.62
2009-08-31,23,59,23,20,71107,100483,-29376,0,None,0,0,Water Shortage,Flu,19177,Water,30384,3,Check food/donations,0.87,3091.61,-1277.22
2003-08-13,57,27,57,22,58768,20153,38615,30,Vegetables,30,55710,None,Flu,23485,Gas,35696,10,Check food/donations,0.39,1031.02,677.46
2014-09-30,77,28,77,22,60233,57374,2859,49,Beans,49,78008,None,Malaria,11895,Electricity,36745,4,Check food/donations,0.29,782.25,37.13
2007-01-22,98,52,98,23,7326,114000,-106674,46,Rice,46,75532,None,Malaria,8079,Electricity,31811,8,Check food/donations,0.23,74.76,-1088.51
2007-12-08,26,87,26,23,15604,42415,-26811,0,None,0,0,None,Flu,8057,Water,19195,4,Check food/donations,0.88,600.15,-1031.19
2010-04-05,96,17,96,9,370,72896,-72526,79,Rice,79,121976,None,Flu,2305,Gas,16935,10,Check food/donations,0.09,3.85,-755.48
2009-11-15,25,53,25,7,17476,89860,-72384,0,None,0,0,None,None,0,Electricity,15850,3,Check food/donations,0.28,699.04,-2895.36
2010-10-20,40,21,40,14,26099,61947,-35848,19,Vegetables,19,37639,Power Outage,Diarrhea,10314,Electricity,26118,7,Check food/donations,0.35,652.48,-896.2
2006-02-01,83,92,83,7,101079,23452,77627,0,None,0,0,Fire,Flu,1854,Water,44761,3,Stable,0.08,1217.82,935.27
2017-07-12,38,33,38,26,19500,60683,-41183,5,Maize Flour,5,8245,None,Malaria,5697,Electricity,13160,4,Check food/donations,0.68,513.16,-1083.76
2014-10-30,43,98,43,18,75167,83593,-8426,0,None,0,0,None,Diarrhea,1922,Water,23738,5,Check food/donations,0.42,1748.07,-195.95
2015-12-16,87,37,87,23,64745,47030,17715,50,Rice,50,76050,None,Flu,2772,Electricity,29334,6,Check food/donations,0.26,744.2,203.62
2005-06-02,62,22,62,18,134473,87431,47042,40,Maize Flour,40,68560,None,Fever,5990,Internet,33420,7,Check food/donations,0.29,2168.92,758.74
2002-07-06,24,26,24,9,149515,96100,53415,0,None,0,0,None,None,0,Electricity,11730,7,Stable,0.38,6229.79,2225.62
2013-10-19,95,25,95,18,38872,59924,-21052,70,Beans,70,121380,None,Diarrhea,15532,Internet,18146,6,Check food/donations,0.19,409.18,-221.6
2018-10-20,80,17,80,5,84353,117527,-33174,63,Vegetables,63,116361,None,Flu,8766,Gas,33194,4,Check food/donations,0.06,1054.41,-414.68
2009-02-11,28,32,28,9,149220,53297,95923,0,None,0,0,None,Fever,17897,Electricity,40206,7,Stable,0.32,5329.29,3425.82
2000-12-16,34,78,34,5,47865,111109,-63244,0,None,0,0,None,Fever,6463,Internet,27450,9,Check food/donations,0.15,1407.79,-1860.12
2007-01-17,85,20,85,18,8248,117889,-109641,65,Maize Flour,65,117130,None,Diarrhea,23127,Electricity,14872,9,Check food/donations,0.21,97.04,-1289.89
2007-08-17,49,90,49,22,37647,22039,15608,0,None,0,0,None,Malaria,15218,Gas,27372,7,Stable,0.45,768.31,318.53
2003-02-21,20,75,20,10,8299,42462,-34163,0,None,0,0,None,Malaria,27271,Electricity,39665,3,Check food/donations,0.5,414.95,-1708.15
2007-03-02,37,74,37,37,89756,42518,47238,0,None,0,0,None,Malaria,28399,Gas,28158,10,Stable,1.0,2425.84,1276.7
2013-06-29,50,53,50,19,70956,119923,-48967,0,None,0,0,None,Flu,2791,Water,42732,10,Check food/donations,0.38,1419.12,-979.34
2007-08-21,59,35,59,7,134634,27536,107098,24,Vegetables,24,39960,Sickness,Diarrhea,23303,Water,41671,8,Check food/donations,0.12,2281.93,1815.22
2017-10-05,62,72,62,36,120339,48659,71680,0,None,0,0,None,Malaria,10401,Gas,10618,8,Stable,0.58,1940.95,1156.13
2014-09-29,79,26,79,12,15807,99258,-83451,53,Vegetables,53,105682,Water Shortage,Diarrhea,29489,Internet,49715,9,Check food/donations,0.15,200.09,-1056.34
2017-10-14,56,34,56,17,19094,58921,-39827,22,Rice,22,39952,None,Malaria,26749,Electricity,12488,3,Check food/donations,0.3,340.96,-711.2
2010-04-04,83,18,83,10,126180,69015,57165,65,Rice,65,119860,None,Fever,21202,Internet,44385,3,Check food/donations,0.12,1520.24,688.73
2011-04-07,87,95,87,19,144193,94698,49495,0,None,0,0,None,Flu,29466,Gas,31215,8,Stable,0.22,1657.39,568.91
2015-03-13,20,80,20,29,23609,60576,-36967,0,None,0,0,None,Diarrhea,13905,Water,31438,3,Check food/donations,1.45,1180.45,-1848.35
2001-01-13,72,64,72,31,89384,81420,7964,8,Rice,8,13080,None,Fever,13284,Electricity,38565,4,Check food/donations,0.43,1241.44,110.61
2012-01-02,29,22,29,10,80114,108086,-27972,7,Beans,7,13363,None,Malaria,19166,Internet,41488,10,Check food/donations,0.34,2762.55,-964.55
2006-10-18,60,99,60,16,65056,64275,781,0,None,0,0,None,Flu,2025,Gas,31982,5,Stable,0.27,1084.27,13.02
2011-03-24,42,19,42,19,23298,67854,-44556,23,Vegetables,23,36662,None,Flu,3650,Electricity,11908,10,Check food/donations,0.45,554.71,-1060.86
2006-12-11,97,22,97,5,126071,55111,70960,75,Rice,75,123075,None,Flu,5412,Water,46201,3,Check food/donations,0.05,1299.7,731.55
2017-04-09,23,30,23,16,31307,113375,-82068,0,None,0,0,Sickness,None,0,Gas,10912,10,Check food/donations,0.7,1361.17,-3568.17
2013-07-09,92,37,92,37,144427,76574,67853,55,Rice,55,103510,None,Flu,11214,Electricity,42617,10,Check food/donations,0.4,1569.86,737.53
1999-05-27,40,87,40,40,64385,102804,-38419,0,None,0,0,Power Outage,None,0,Gas,42086,3,Check food/donations,1.0,1609.62,-960.48
2014-08-18,47,92,47,15,60894,59349,1545,0,None,0,0,Fire,Diarrhea,16883,Electricity,40309,5,Stable,0.32,1295.62,32.87
2012-09-22,82,30,82,15,82665,86948,-4283,52,Rice,52,103428,None,Malaria,10072,Internet,37468,8,Check food/donations,0.18,1008.11,-52.23
2008-01-27,32,26,32,18,145505,81363,64142,6,Rice,6,9894,None,Fever,13725,Internet,48077,9,Check food/donations,0.56,4547.03,2004.44
1999-02-03,63,93,63,7,142005,98802,43203,0,None,0,0,None,Diarrhea,23232,Internet,13654,5,Stable,0.11,2254.05,685.76
2011-10-19,21,78,21,17,27935,91117,-63182,0,None,0,0,None,Fever,25409,Water,45161,7,Check food/donations,0.81,1330.24,-3008.67
2016-03-21,62,37,62,36,102832,24967,77865,25,Rice,25,43125,None,Malaria,19703,Water,49894,10,Check food/donations,0.58,1658.58,1255.89
2012-02-11,70,40,70,15,43318,86700,-43382,30,Maize Flour,30,52290,None,Flu,8276,Electricity,31966,3,Check food/donations,0.21,618.83,-619.74
2002-05-22,99,68,99,10,149408,99908,49500,31,Beans,31,49383,None,None,0,Water,44929,5,Check food/donations,0.1,1509.17,500.0
2012-01-11,46,58,46,31,124207,64679,59528,0,None,0,0,Water Shortage,Diarrhea,12762,Gas,14552,3,Stable,0.67,2700.15,1294.09
2005-02-13,69,87,69,22,44933,86735,-41802,0,None,0,0,None,Diarrhea,9287,Water,23203,4,Check food/donations,0.32,651.2,-605.83
2010-07-26,22,89,22,29,11042,82397,-71355,0,None,0,0,Sickness,Diarrhea,16688,Gas,45488,5,Check food/donations,1.32,501.91,-3243.41
2000-12-09,86,58,86,30,71231,95010,-23779,28,Maize Flour,28,51044,Power Outage,Fever,45,Gas,17635,5,Check food/donations,0.35,828.27,-276.5
2012-03-01,75,74,75,6,133212,72411,60801,1,Beans,1,1782,None,Diarrhea,3649,Electricity,33710,4,Check food/donations,0.08,1776.16,810.68
2004-11-22,67,62,67,7,32072,75406,-43334,5,Maize Flour,5,8260,Fire,Flu,18564,Water,38257,10,Check food/donations,0.1,478.69,-646.78
2004-04-21,44,59,44,19,6858,29164,-22306,0,None,0,0,None,Diarrhea,4766,Gas,34132,6,Check food/donations,0.43,155.86,-506.95
2016-07-06,98,72,98,35,15411,55306,-39895,26,Vegetables,26,43732,Power Outage,None,0,Electricity,49751,5,Check food/donations,0.36,157.26,-407.09
2000-09-08,56,60,56,23,137488,94628,42860,0,None,0,0,Water Shortage,None,0,Internet,49307,10,Stable,0.41,2455.14,765.36
2000-12-27,52,87,52,8,110467,61582,48885,0,None,0,0,None,Fever,23860,Gas,24741,10,Stable,0.15,2124.37,940.1
2015-08-29,29,82,29,18,7421,51861,-44440,0,None,0,0,Power Outage,None,0,Gas,12130,7,Check food/donations,0.62,255.9,-1532.41
2014-03-06,45,14,45,9,70406,56592,13814,31,Beans,31,50065,Fire,Diarrhea,18142,Gas,31900,5,Check food/donations,0.2,1564.58,306.98
2019-07-15,92,100,92,21,90421,34005,56416,0,None,0,0,Power Outage,None,0,Internet,39735,10,Stable,0.23,982.84,613.22
2000-09-27,89,20,89,6,102440,87131,15309,69,Rice,69,134826,None,Fever,12516,Gas,34302,9,Check food/donations,0.07,1151.01,172.01
2012-11-26,72,32,72,13,44523,95020,-50497,40,Vegetables,40,67480,None,Diarrhea,27067,Internet,13459,7,Check food/donations,0.18,618.38,-701.35
2011-11-10,36,36,36,26,43330,27024,16306,0,None,0,0,None,Malaria,20837,Gas,33933,8,Stable,0.72,1203.61,452.94
1999-08-14,62,74,62,19,141776,32364,109412,0,None,0,0,None,None,0,Gas,32104,3,Stable,0.31,2286.71,1764.71
2015-07-11,91,69,91,8,46139,108677,-62538,22,Maize Flour,22,37796,Power Outage,Diarrhea,29895,Gas,44505,10,Check food/donations,0.09,507.02,-687.23
2011-09-02,83,53,83,37,90202,61168,29034,30,Beans,30,55740,None,Malaria,18008,Water,29658,8,Check food/donations,0.45,1086.77,349.81
2004-01-10,64,61,64,16,70137,65626,4511,3,Rice,3,5397,Power Outage,None,0,Gas,14310,4,Check food/donations,0.25,1095.89,70.48
2010-10-14,43,59,43,15,9562,89222,-79660,0,None,0,0,None,None,0,Water,16116,8,Check food/donations,0.35,222.37,-1852.56
2016-07-25,72,61,72,7,56725,24043,32682,11,Maize Flour,11,18227,None,None,0,Electricity,18127,8,Check food/donations,0.1,787.85,453.92
2008-08-07,64,24,64,21,39667,98317,-58650,40,Maize Flour,40,77960,None,Malaria,1294,Water,43975,10,Check food/donations,0.33,619.8,-916.41
